ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
SYR	Syria	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	12.980	16.652	17.415	18.649	19.171	21.177	25.428	32.497	16.538	9.849	12.303	12.738	13.263	13.796	15.105	16.556	17.761	16.573	16.144	16.785	19.861	20.979	22.758	21.702	25.204	28.881	33.824	40.488	52.631	53.939	60.043	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
TWN	Taiwan Province of China	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Expenditure-based measure Start/end months of reporting year: January/December Base year: 2011. Rebased from 2006 to 2011. Chain-weighted: No Primary domestic currency: New Taiwan dollar Data last updated: 07/2017	1,522.625	1,805.043	1,938.394	2,170.005	2,418.884	2,536.012	2,966.911	3,344.962	3,615.319	4,033.071	4,480.288	5,023.763	5,614.679	6,205.338	6,784.442	7,396.650	8,036.590	8,717.241	9,381.141	9,815.595	10,351.260	10,158.209	10,680.883	10,965.866	11,649.645	12,092.254	12,640.803	13,407.062	13,150.950	12,961.656	14,119.213	14,312.200	14,686.917	15,230.739	16,111.867	16,759.016	17,118.694	17,494.808	18,129.549	18,858.174	19,793.976	20,809.774	21,834.361	2015
TWN	Taiwan Province of China	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	42.296	48.986	49.545	54.162	61.088	63.641	78.234	105.040	126.461	152.727	166.845	187.351	223.123	235.166	256.438	279.270	292.681	303.706	280.407	304.174	331.407	300.223	308.883	318.364	348.407	375.787	388.547	408.221	417.038	392.106	446.141	485.671	495.919	511.599	530.515	525.236	529.575	571.453	588.277	604.859	625.246	645.054	661.979	2015
TJK	Tajikistan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.001	0.007	0.020	0.065	0.308	0.632	1.025	1.345	1.807	2.512	3.345	4.758	6.158	7.201	9.272	12.780	17.609	20.623	24.705	30.069	36.161	40.525	45.605	48.402	54.471	62.625	69.037	76.107	83.900	92.492	101.963	2016
TJK	Tajikistan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.291	0.678	0.829	0.569	1.052	1.121	1.320	1.087	0.991	1.057	1.212	1.555	2.073	2.311	2.811	3.712	5.135	4.977	5.642	6.523	7.592	8.506	9.242	7.857	6.922	7.234	7.133	7.607	8.091	8.606	9.143	2016
TZA	Tanzania	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Tanzania shilling Data last updated: 08/2017	60.854	72.757	88.007	101.763	119.929	152.979	201.750	272.732	421.623	518.614	669.125	883.533	1,101.475	1,382.687	1,848.256	2,443.104	3,080.124	3,926.474	6,283.970	8,656.899	9,943.526	11,168.020	12,774.359	14,722.918	16,936.087	19,112.830	23,298.435	26,770.432	32,764.940	37,726.824	43,836.018	52,762.581	61,434.214	70,953.227	79,718.416	90,844.812	103,744.621	116,159.329	130,287.417	146,085.629	163,786.172	183,373.315	205,154.854	2016
TZA	Tanzania	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	7.412	8.865	10.178	10.425	9.485	8.558	10.820	5.331	5.124	4.343	3.430	4.031	3.700	3.412	3.627	4.251	5.311	6.415	9.454	11.624	12.423	12.743	13.216	14.178	15.547	16.930	18.610	21.502	27.368	28.574	31.086	33.583	39.088	44.414	48.256	45.624	47.652	51.614	56.581	61.677	67.150	73.005	79.315	2016
THA	Thailand	Gross domestic product, current prices	National currency	Billions	Source: National Economic and Social Development Board Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2002 Chain-weighted: Yes, from 1993. Ratio splicing for years before 1993 Primary domestic currency: Thai baht Data last updated: 08/2017	684.362	785.514	869.396	951.419	1,020.735	1,091.390	1,170.830	1,342.846	1,611.321	1,918.332	2,263.467	2,583.491	2,935.646	3,263.439	3,689.090	4,217.609	4,638.605	4,710.299	4,701.559	4,789.821	5,069.823	5,345.013	5,769.578	6,317.302	6,954.271	7,614.409	8,400.655	9,076.307	9,706.932	9,658.656	10,808.151	11,306.894	12,357.397	12,921.166	13,203.739	13,672.865	14,366.557	15,170.570	15,979.280	16,884.301	17,809.175	18,808.229	19,863.326	2016
THA	Thailand	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	33.422	35.999	37.799	41.366	43.179	40.185	44.520	52.204	63.704	74.637	88.467	101.247	115.576	128.890	146.684	169.279	183.035	150.180	113.676	126.669	126.392	120.297	134.301	152.281	172.895	189.318	221.759	262.943	291.383	281.710	341.105	370.818	397.560	420.529	406.521	399.205	407.109	437.807	466.623	498.189	527.129	555.890	585.767	2016
TLS	Timor-Leste	Gross domestic product, current prices	National currency	Billions	Source: Ministry of Finance or Treasury Latest actual data: 2015 Notes: Real GDP and its growth are based on non-oil output, while real GDP per capita and all other aggregations are based on oil and non-oil output. Nominal GDP is based on oil and non-oil output. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: U.S. dollar Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.422	0.471	0.462	0.480	1.039	1.732	2.638	2.718	4.198	3.180	3.999	5.677	6.666	5.644	4.042	3.102	2.703	2.716	2.843	2.928	3.053	3.231	3.492	2015
TLS	Timor-Leste	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.422	0.471	0.462	0.480	1.039	1.732	2.638	2.718	4.198	3.180	3.999	5.677	6.666	5.644	4.042	3.102	2.703	2.716	2.843	2.928	3.053	3.231	3.492	2015
TGO	Togo	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2013 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000. for the GDP deflator, there is a little discrepancy Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	220.990	236.006	240.616	267.750	270.972	303.775	367.400	375.400	450.976	473.926	487.086	498.656	490.638	400.057	607.970	721.871	808.617	939.567	898.806	939.749	921.475	976.648	1,027.800	972.749	1,023.327	1,115.676	1,160.000	1,209.412	1,414.861	1,493.526	1,571.487	1,772.342	1,999.109	2,134.500	2,276.600	2,461.986	2,627.998	2,789.751	2,981.672	3,199.250	3,445.976	3,711.730	3,997.979	2013
TGO	Togo	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.046	0.869	0.732	0.703	0.620	0.676	1.061	1.249	1.514	1.486	1.789	1.768	1.854	1.413	1.095	1.446	1.581	1.610	1.524	1.529	1.299	1.334	1.481	1.677	1.940	2.117	2.221	2.527	3.174	3.171	3.179	3.759	3.918	4.322	4.612	4.165	4.434	4.797	5.347	5.764	6.218	6.674	7.189	2013
TON	Tonga	Gross domestic product, current prices	National currency	Billions	Source: Central Bank. National Reserve Bank of Tonga Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Authority has revised the base year to FY2010/11, but we submit data as of calendar year which refers to the average of two fiscal years (July/June). For example, CY2010 is the average of fiscal years 2009/10 and 2010/11. Chain-weighted: No Primary domestic currency: Tongan pa?anga Data last updated: 09/2017	0.065	0.071	0.080	0.089	0.096	0.113	0.134	0.153	0.164	0.177	0.193	0.226	0.243	0.260	0.268	0.271	0.288	0.278	0.295	0.322	0.343	0.376	0.419	0.455	0.489	0.550	0.596	0.633	0.664	0.688	0.744	0.788	0.790	0.792	0.825	0.868	0.916	0.968	1.019	1.071	1.119	1.163	1.204	2016
TON	Tonga	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.074	0.082	0.081	0.080	0.084	0.079	0.094	0.101	0.119	0.144	0.150	0.174	0.180	0.188	0.203	0.213	0.234	0.220	0.198	0.201	0.195	0.177	0.191	0.212	0.248	0.283	0.294	0.321	0.342	0.338	0.390	0.456	0.459	0.446	0.447	0.412	0.413	0.437	0.437	0.458	0.479	0.497	0.513	2016
TTO	Trinidad and Tobago	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 Notes: Data prior to 1999 is based on interpolation of real GDP series base 1970 and base 1985. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2017	14.966	16.781	19.537	18.633	18.617	18.071	17.260	17.272	17.285	18.373	21.539	22.559	23.118	24.987	29.312	31.697	34.587	35.871	38.065	42.889	51.371	55.007	56.290	71.169	83.653	100.682	115.951	136.952	175.287	121.281	141.268	163.008	165.203	170.318	167.764	150.247	140.939	139.493	142.931	148.169	154.654	161.401	168.546	2016
TTO	Trinidad and Tobago	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	6.236	6.992	8.140	7.764	7.757	7.376	4.794	4.798	4.497	4.323	5.068	5.308	5.440	4.669	4.947	5.329	5.760	5.738	6.044	6.808	8.154	8.825	9.008	11.305	13.280	15.982	18.369	21.642	27.870	19.175	22.158	25.433	25.694	26.436	26.176	23.559	21.125	20.300	20.800	21.562	22.506	23.488	24.528	2016
TUN	Tunisia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2004. Yes, from 2004 Chain-weighted: Yes, from 2009 Primary domestic currency: Tunisian dinar Data last updated: 08/2017	3.874	4.554	5.257	6.246	7.034	7.715	7.869	8.836	9.499	10.508	11.835	13.132	15.016	16.004	17.249	18.588	20.717	22.944	24.828	27.216	29.433	31.747	32.901	35.373	38.839	41.871	45.756	49.857	55.268	58.890	63.055	64.492	70.354	75.152	80.816	84.656	90.376	97.397	104.603	112.404	121.225	130.610	140.721	2014
TUN	Tunisia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	9.566	9.223	8.900	9.202	9.055	9.246	9.911	10.663	11.073	11.069	13.474	14.202	16.978	15.944	17.052	19.654	21.283	20.747	21.803	22.943	21.473	22.066	23.142	27.454	31.184	32.272	34.377	38.910	44.840	43.624	44.054	45.810	45.044	46.253	47.605	43.156	42.074	39.883	39.274	41.252	43.581	46.100	48.847	2014
TUR	Turkey	Gross domestic product, current prices	National currency	Billions	Source: Haver Analytics. Formally, the Turkish Statistical Institute (TurkStat) Latest actual data: 2016. For quarterly data, latest actual is 2017Q2. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009 Primary domestic currency: Turkish lira Data last updated: 09/2017	0.007	0.011	0.014	0.019	0.030	0.048	0.070	0.103	0.178	0.313	0.541	0.867	1.505	2.728	5.325	10.686	20.335	39.695	71.893	107.164	170.667	245.429	359.359	468.015	577.023	673.703	789.228	880.461	994.783	999.192	1,160.014	1,394.477	1,569.672	1,809.713	2,044.466	2,338.647	2,608.526	3,031.120	3,433.057	3,867.657	4,320.765	4,810.194	5,342.929	2016
TUR	Turkey	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	96.526	97.794	88.854	84.906	82.583	92.760	102.304	118.885	125.153	147.688	207.375	208.109	219.091	248.447	179.208	233.340	250.263	261.775	276.012	256.485	273.085	200.305	238.342	311.944	404.853	501.163	550.796	675.010	764.643	644.470	772.290	832.497	873.696	950.328	934.075	859.449	863.390	841.206	905.716	962.226	1,018.913	1,074.945	1,132.193	2016
TKM	Turkmenistan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Turkmenistan authorities and IMF staff estimates and projections. Latest actual data: 2015 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2008 Chain-weighted: Yes, from 2000 Primary domestic currency: New Turkmen manat Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	--	0.002	0.017	0.130	1.550	2.222	2.799	4.011	5.223	7.211	9.048	11.881	14.764	17.861	22.249	27.000	49.470	57.611	64.362	83.315	100.218	111.713	124.044	126.163	126.630	145.846	162.659	180.328	200.218	222.941	248.700	2015
TKM	Turkmenistan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.951	5.363	4.542	5.874	2.379	2.681	2.862	3.857	5.022	6.933	8.700	11.424	14.196	17.174	21.393	25.962	21.516	20.214	22.583	29.233	35.164	39.198	43.524	36.047	36.180	41.670	46.474	51.522	57.205	63.697	71.057	2015
TUV	Tuvalu	Gross domestic product, current prices	National currency	Billions	Source: PFTAC advisors Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.024	0.026	0.029	0.028	0.029	0.028	0.030	0.032	0.036	0.035	0.035	0.038	0.036	0.039	0.041	0.047	0.049	0.052	0.054	0.056	0.058	0.060	0.062	2015
TUV	Tuvalu	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.014	0.013	0.016	0.018	0.022	0.022	0.023	0.027	0.031	0.027	0.032	0.039	0.038	0.038	0.037	0.036	0.037	0.040	0.041	0.043	0.044	0.046	0.047	2015
UGA	Uganda	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016. Historical data are in CY, but projections are conversions using averages of FY. For example, the projection of 2018 is the average of 2017/18 and 2018/19. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. FY2013/14  growth estimates agreed upon between staff and the authorities at the time of the second PSI review do not coincide with projections from the Uganda Bureau of Statistics (UBOS). UBOS is to release preliminary outturns in October, 2014 Start/end months of reporting year: January/December Base year: 2010. National Accounts were rebased on a FY basis and this rebasing was then applied to CY historical data.  As a result real GDP and nominal GDP are not equal in CY 2010. Chain-weighted: No Primary domestic currency: Uganda shilling Data last updated: 08/2017	1.731	2.802	4.537	6.672	13.116	26.615	56.670	166.001	521.087	1,194.163	1,835.613	2,204.817	3,185.331	3,970.742	4,710.341	5,580.785	6,218.193	7,017.410	7,867.619	8,771.248	9,830.342	10,601.586	11,672.403	13,204.556	14,998.556	17,099.669	19,873.238	23,261.715	29,727.058	37,725.147	44,012.101	53,248.926	61,373.231	66,763.719	72,660.380	81,687.691	86,555.302	95,533.048	106,053.814	117,850.708	131,468.587	146,963.464	165,834.916	2016
UGA	Uganda	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	5.769	9.341	6.481	7.413	5.703	5.219	5.199	8.384	8.685	7.041	5.743	3.004	2.809	3.323	4.809	5.760	5.944	6.480	6.343	6.029	5.978	6.039	6.494	6.724	8.285	9.603	10.851	13.497	17.279	18.579	20.212	21.108	24.505	25.808	27.949	25.208	25.307	26.391	28.358	30.765	34.356	36.006	40.136	2016
UKR	Ukraine	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2016. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005 Primary domestic currency: Ukrainian hryvnia Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.052	1.587	12.449	56.381	84.308	96.559	106.103	134.904	175.888	211.175	234.138	277.355	357.544	457.325	565.018	751.106	990.819	947.042	1,079.346	1,299.991	1,404.669	1,465.198	1,586.915	1,988.544	2,383.182	2,833.046	3,186.836	3,547.190	3,938.921	4,363.757	4,811.568	2016
